codigo_interno;descricao_do_produto
020372;PALHETA DT SILICONE (ESPECIFICA)
020373;PALHETA TRASEIRA
020374;PALHETA TRASEIRA
020375;PALHETA TRASEIRA
020376;PALHETA TRASEIRA
020377;RADIADOR AGUA
020378;FLANGE VALVULA TERMOSTATICA
020379;OLEO CAIXA
020380;FILTRO AR
020381;FILTRO AR
020382;FILTRO AR
020383;FILTRO AR
020384;FILTRO OLEO
020385;ROLAMENTO RODA DT EXTERNO
020386;ROLAMENTO RODA DT INTERNO
020387;SONDA LAMBDA (PRE)
020388;FILTRO AR
020389;MANGUEIRA TUBO/BOMBA DAGUA
020390;DISCO FREIO DT VENTILADO
020391;DISCO FREIO DT VENTILADO
020392;KIT BARRA ESTAB DT LD/LE
020393;COXIM CAIXA INFERIOR
020394;COXIM CAIXA INFERIOR
020395;COXIM AMORT DT
020396;BUCHA LEQUE TS SUSP DIANT
020397;COXIM AMORT DT
020398;CILINDRO RODA (LADO ESQUERDO)
020399;CILINDRO RODA (LADO DIREITO)
020400;BIELETA DT
020401;FILTRO OLEO
020402;VOLANTE MOTOR BI-MASSA
020403;TRIZETA
020404;CUBO RODA TS COM ROLAMENTO
020405;CUBO RODA DT
020406;SENSOR PEDAL EMBREAGEM
020407;FILTRO ACD
020408;TAMPA OLEO
020409;CONEXAO FLUXO AGUA (RADIADOR)
020410;CONEXAO FLUXO AGUA (RADIADOR)
020411;FILTRO OLEO
020412;SENSOR ROTACAO
020413;COXIM AMORT DT LE (KIT BATENTE/COIFA)
020414;COXIM AMORT DT LD (KIT BATENTE/COIFA)
020415;TRIZETA
020416;COXIM AMORT DT LD (KIT BATENTE/COIFA)
020417;COXIM AMORT DT LD (KIT BATENTE/COIFA)
020418;SENSOR ROTACAO
020419;TUCHO VALVULA MOTOR
020420;TUCHO VALVULA MOTOR
020421;CUBO RODA DT COM ROLAMENTO
020422;TUCHO VALVULA MOTOR
020423;TUCHO VALVULA MOTOR
020424;TUCHO VALVULA MOTOR
020425;TUCHO VALVULA MOTOR
020426;TUCHO VALVULA MOTOR
020427;TANQUE COMBUSTIVEL
020428;TUCHO VALVULA MOTOR
020429;TUCHO VALVULA MOTOR
020430;TUCHO VALVULA MOTOR
020431;TUCHO VALVULA MOTOR
020432;TUCHO VALVULA MOTOR
020433;TUCHO VALVULA MOTOR
020434;TUCHO VALVULA MOTOR
020435;TUCHO VALVULA MOTOR
020436;TUCHO VALVULA MOTOR
020437;TUCHO VALVULA MOTOR
020438;TUCHO VALVULA MOTOR
020439;TUCHO VALVULA MOTOR
020440;TUCHO VALVULA MOTOR
020441;TUCHO VALVULA MOTOR
020442;TUCHO VALVULA MOTOR
020443;AMORT TS
020444;AMORT DT
020445;COXIM CAIXA INFERIOR
020446;DISCO FREIO DT VENTILADO
020447;FILTRO OLEO
020448;FILTRO OLEO
020449;BOMBA DAGUA
020450;RADIADOR AGUA
020451;MANGUEIRA INJECAO 7MM TDS (METRO)
020452;KIT EMBREAGEM
020453;JUNTA CABECOTE
020454;RADIADOR AGUA
020455;COXIM AMORT TS
020456;BUCHA EIXO SUSP TS
020457;LEQUE LE SUSP DT;clio,symbol;0,1;0,1;2005 2016,2005 2016
020458;LEQUE LD SUSP DT;clio;0;0;2005 2016
020459;HOMOCINETICA RODA/CAIXA (SEMI EIXO) LE
020460;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
020461;COXIM CAIXA INFERIOR
020462;COXIM AMORT DT
020463;COXIM CAIXA FRONTAL
020464;COXIM CABINE
020465;PALHETA DT SILICONE
020466;ESTRIBO (SANTO ANTONIO)
020467;FILTRO COMBUSTIVEL
020468;CABO VELA
020469;BOMBA DAGUA
020470;BOMBA DAGUA
020471;BOMBA DAGUA
020472;BOMBA DAGUA
020473;BATENTE/COIFA AMORT TS;g2,g3,g4,g5,g6,g7,gol,parati,saveiro,voyage;0 6 9,1 7 10,2 8 11,3 12,4 13,5 14,0 1 2 3 4 5,6 7 8,9 10 11,12 13 14;0 6,6 1,6 2,6 3,4 6,5 6,7 0,7 1,7 2,8 0,8 1,8 2,9 3,4 9,5 9;1997 2007,1997 2007,1997 2007,1997 2007,1997 2007,1997 2007,1997 2013,1997 2013,1997 2013,1997 2009,1997 2009,1997 2009,2009 2019,2009 2019,2009 2019
020474;AMORT DT
020475;DISCO FREIO DT SOLIDO
020476;BATENTE AMORT DT
020477;BATENTE/COIFA AMORT DT
020478;BATENTE/COIFA AMORT DT;agile,corsa,montana;0,1,2;0,1,2;2009 2014,2002 2012,2011 2018
020480;BUCHA EIXO SUSP TS
020481;FILTRO OLEO
020482;CABO VELA
020483;KIT EMBREAGEM
020484;JUNTA MOTOR
020485;ANEL MOTOR
020486;BUCHA EIXO SUSP TS
020487;COIFA CAIXA
020488;COIFA CAIXA
020489;BUCHA LEQUE TS SUSP DIANT
020490;BUCHA LEQUE TS SUSP DIANT
020491;COIFA CAIXA
020492;CARCACA VALVULA TERMOSTATICA
020493;FLANGE VALVULA TERMOSTATICA
020494;ROLAMENTO RODA DT
020495;RESERVATORIO AGUA
020496;COXIM CAIXA FRONTAL
020497;COXIM CAIXA INFERIOR
020498;JUNTA MOTOR
020499;RETENTOR VOLANTE
020500;RETENTOR POLIA
020501;RETENTOR POLIA
020502;BOMBA DAGUA
020503;COXIM AMORT TS
020504;COXIM CAIXA SUPERIOR
020505;COXIM CAIXA SUPERIOR
020506;FILTRO COMBUSTIVEL
020507;COXIM CAIXA INFERIOR
020508;BUCHA AGREGADO SUSP DT
020509;FILTRO ACD
020510;COXIM AMORT TS
020511;TENSOR CVA (( KIT ))
020512;JUNTA MOTOR
020513;OLEO MOTOCICLETA
020514;COXIM CAIXA INFERIOR
020515;COXIM CAIXA INFERIOR
020516;HOMOCINETICA RODA
020517;FILTRO AR BATERIA
020518;VELA IGNICAO
020519;VELA IGNICAO
020520;FILTRO ACD
020521;COXIM AMORT DT LE (KIT BATENTE/COIFA);linea,punto;0,1;0,1;2009 2016,2008 2017
020522;COXIM MOTOR HIDRAULICO
020523;BUCHA FEIXE MOLA SUSP TS
020524;BUCHA FEIXE MOLA SUSP TS
020525;BUCHA LEQUE DT SUSP DIANT
020526;BUCHA LEQUE DT SUSP DIANT
020527;BICO INJECAO
020528;BICO INJECAO
020529;CANO DAGUA
020530;FILTRO ACD
020531;FEIXE MOLA UNO TDS 3 LAMINAS
020532;RESERVATORIO AGUA
020533;RESERVATORIO AGUA
020534;VALVULA TERMOSTATICA
020535;TAMPA OLEO
020536;BIELETA DT
020537;MOTOR ATUADOR VENTILACAO (ACD)
020538;JUNTA MOTOR
020539;PARAFUSO CABECOTE
020540;MANGUEIRA SUPERIOR RADIADOR
020541;BUCHA EIXO SUSP TS
020542;FILTRO ACD
020543;FILTRO ACD
020544;JUNTA TV
020545;COXIM MOTOR HIDRAULICO
020546;COXIM MOTOR
020547;COXIM MOTOR
020548;FILTRO OLEO
020549;FILTRO AR
020550;COXIM MOTOR
020551;FILTRO COMBUSTIVEL
020552;LONA C/ PATIM
020553;AMORT DT
020554;AMORT TS
020555;AMORT DT;elba,fiorino,premio,uno;0,1,2,3;0,1,2,3;1985 1996,1986 2013,1985 1994,1985 2013
020556;AMORT DT LADO ESQUERDO
020557;AMORT DT LADO DIREITO
020558;AMORT TS
020559;AMORT TS
020560;AMORT DT LADO ESQUERDO
020561;AMORT DT
020562;AMORT DT LADO ESQUERDO
020563;AMORT TS
020564;AMORT DT LADO DIREITO
020565;AMORT DT LADO ESQUERDO
020566;AMORT TS
020567;AMORT TS
020568;AMORT DT LADO ESQUERDO
020569;AMORT DT LADO DIREITO
020570;AMORT TS
020571;AMORT TS
020572;AMORT TS
020573;AMORT DT LADO DIREITO
020574;AMORT DT LADO ESQUERDO
020575;BOBINA IGNICAO
020576;CAIXA DIRECAO (( DM ))
020577;CAIXA DIRECAO (( DM ))
020578;KIT EMBREAGEM
020579;VALVULA EQUALIZADORA FREIO
020580;JUNTA MOTOR
020581;VALVULA EQUALIZADORA FREIO
020582;VALVULA EQUALIZADORA FREIO
020583;VALVULA EQUALIZADORA FREIO
020584;VALVULA EQUALIZADORA FREIO
020585;COXIM AMORT TS
020586;VALVULA EQUALIZADORA FREIO
020587;VALVULA EQUALIZADORA FREIO
020588;TAMPA COMANDO VALVULA
020589;VALVULA EQUALIZADORA FREIO
020590;PISTAO MOTOR
020591;CUBO RODA DT
020592;CUBO RODA TS COM ROLAMENTO
020593;CUBO RODA DT COM ROLAMENTO
020594;CANO DAGUA
020595;VALVULA EQUALIZADORA FREIO
020596;VALVULA EQUALIZADORA FREIO
020597;VALVULA EQUALIZADORA FREIO
020598;VALVULA EQUALIZADORA FREIO
020599;VALVULA EQUALIZADORA FREIO
020600;VALVULA EQUALIZADORA FREIO
020601;MANGUEIRA SUPERIOR RADIADOR
020602;BOCAL ABASTECIMENTO OLEO
020603;COXIM AMORT DT (KIT COXIM+COIFA+BATENTE)
020604;PASTILHA DT
020605;VALVULA EQUALIZADORA FREIO
020606;VALVULA EQUALIZADORA FREIO
020607;PASTILHA TS
020608;VALVULA EQUALIZADORA FREIO
020609;PARAFUSO CABECOTE
020610;FILTRO COMBUSTIVEL
020611;JUNTA SUPORTE FILTRO OLEO
020612;JUNTA SUPORTE FILTRO OLEO
020613;COXIM MOTOR
020614;COXIM CAIXA SUPERIOR
020615;MOTOR PARTIDA
020616;FILTRO AR
020617;ANEL MOTOR
020618;BOBINA IGNICAO
020619;BICO INJECAO
020620;CORPO BORBOLETA
020621;VELA IGNICAO
020622;LONA C/ PATIM
020623;PONTEIRA DIRECAO LD
020624;LEQUE (BANDEJA) LD SUSP DT
020625;LEQUE LE SUSP DT
020626;TAMPA RESERVATORIO AGUA
020627;FILTRO ACD
020628;FILTRO AR
020629;BICO INJECAO
020630;REPARO TRAMBULADOR
020631;COXIM CAIXA INFERIOR
020632;COXIM AMORT DT LE
020633;COXIM AMORT DT LD
020634;DISCO FREIO DT VENTILADO
020635;JUNTA TV
020636;KIT EMBREAGEM
020637;KIT EMBREAGEM
020638;AMORT TS;bola,g2,g3,g4,gol,parati;3,0,1,2,0 1 2,3;4 1,4 2,3 4,5 0;1995 2014,1995 2014,1995 2014,1996 2009
020639;FILTRO AR
020640;FILTRO ACD
020641;BOMBA DAGUA
020642;JUNTA TV
020643;FITA DUPLA FACE
020644;AMORT TS
020645;RESERVATORIO AGUA
020646;AMORT DT
020647;CUBO RODA DT/TS
020648;DISCO FREIO DT VENTILADO
020649;FILTRO ACD
020650;CILINDRO MESTRE
020651;CILINDRO RODA (LADO ESQUERDO)
020652;CILINDRO RODA (LADO DIREITO)
020653;JUNTA TV
020654;INTERRUPTOR TEMPERATURA AGUA
020655;LONA C/ PATIM
020656;CAIXA DIRECAO (DIRECAO ELETRICA)
020657;CILINDRO MESTRE
020658;CAIXA DIRECAO (DIRECAO ELETRICA)
020659;CAIXA DIRECAO (DIRECAO ELETRICA)
020660;CAIXA DIRECAO  (( DH ))
020661;RESERVATORIO DH
020662;TAMPA RADIADOR
020663;TAMPA RESERVATORIO AGUA
020664;PARAFUSO CABECOTE
020665;DISCO FREIO DT VENTILADO
020666;AXIAL DIRECAO
020667;PONTEIRA DIRECAO LD;full,mitsubishi,pajero;0,0,0;0 2 1;2001 2023
020668;PONTEIRA DIRECAO LE;full,mitsubishi,pajero;0,0,0;0 2 1;2001 2011
020669;FILTRO AR
020670;FILTRO ACD
020671;FILTRO AR
020672;HOMOCINETICA RODA
020673;FILTRO ACD
020674;SENSOR NIVEL
020675;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
020676;JUNTA MOTOR
020677;SENSOR NIVEL
020678;SENSOR NIVEL COMBUSTIVEL
020679;CILINDRO RODA
020680;FILTRO AR
020681;PROTETOR CORREIA (SPRAY)
020682;SENSOR NIVEL
020683;SENSOR NIVEL
020684;CABO VELA
020685;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
020686;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
020687;SENSOR NIVEL
020688;SENSOR VELOCIDADE
020689;VELA IGNICAO
020690;AMORT TS
020691;VALVULA TERMOSTATICA
020692;VALVULA TERMOSTATICA
020693;VALVULA TERMOSTATICA
020694;VALVULA TERMOSTATICA
020695;CILINDRO RODA
020696;LEQUE LD SUSP DT
020697;LEQUE LE SUSP DT
020698;AMORT DT LADO DIREITO
020699;AMORT DT LADO ESQUERDO
020700;AMORT TS
020701;AMORTECEDOR TRASEIRO
020702;AMORTECEDOR TRASEIRO LD
020703;AMORTECEDOR TRASEIRO LE
020704;PASTILHA DT
020705;BUCHA LEQUE DT SUSP DIANT
020706;COXIM AMORT DT LE
020707;COXIM CAIXA
020708;COXIM MOTOR
020709;PASTILHA TS
020710;COXIM AMORT DT LD
020711;SELO TRAMBULADOR
020712;LEQUE LD SUSP DT
020713;COXIM CAIXA SUPERIOR
020714;COXIM CAIXA INFERIOR
020715;VELA IGNICAO
020716;TENSOR ALTERNADOR
020717;TENSOR ALTERNADOR
020718;TENSOR ALTERNADOR
020719;TENSOR ALTERNADOR
020720;TENSOR ALTERNADOR
020721;COXIM CAIXA TS COM ROSCA
020722;COXIM CAIXA TS SEM ROSCA
020723;AMORT DT
020724;COXIM CAIXA INFERIOR
020725;AMORT TS
020726;AMORTECEDOR DIANTEIRO
020727;AMORTECEDOR TRASEIRO
020728;AMORT DT LADO DIREITO;sentra;0;0;2013 2023
020729;AMORT DT LADO ESQUERDO;nissan,sentra;0,0;1 0;2013 2023
020730;AMORT TS
020731;AMORT DT
020732;DISCO FREIO DT VENTILADO
020733;AMORT TS;grand,siena;0,0;1 0;2012 2022
020734;AMORTECEDOR DIANTEIRO LADO DIREITO;fiesta,new;0,0;0 1;2011 2019
020735;AMORT DT LADO ESQUERDO;fiesta,ford,ka,new,novo;0,1,1,0,1;3 0,1 2 4;2011 2021,2011 2021
020736;AMORT TS;mitsubishil200l200savana2.58vdiesel,mitsubishil200l200sportgls2.58vdiesel,mitsubishil200l200sporthpe2.58vdiesel,mitsubishil200l200tritonhpe3.216vdiesel,mitsubishil200l200tritonhpe3.524vv6gasolina;0,1,2,3,4;0,1,2,3,4;,,,,
020737;AMORTECEDOR DIANTEIRO;l200,mitsubishi,triton;0,0,0;2 0 1;2008 2012
020738;AXIAL DIRECAO
020739;CUBO RODA DT COM ROLAMENTO
020740;BUCHA LEQUE DT SUSP DIANT;evoque;0;0;2011 2015
020741;BUCHA LEQUE DT SUSP DIANT;freelander,s60,s80,v60,v70,xc60,xc70;0,1,2,3,4,5,6;0,1,2,3,4,5,6;2006 2015,2010 2018,2006 2016,2010 2020,2007 2016,2010 2018,2007 2016
020742;BUCHA EIXO SUSP TS;bravo,fiorino,idea,linea,palio,punto,stilo,uno;0,1,2,3,4,5,6,7;0,1,2,3,4,5,6,7;2011 2016,2014 2016,2006 2016,2009 2016,2012 2017,2008 2016,2003 2011,2011 2014
020743;COXIM AMORT TS;a3,audi,golf,nivus,polo,tcross,virtus;0,0,1,2,3,4,5;1 0,2,3,4,5,6;2014 2024,2014 2020,2021 2024,2018 2024,2019 2024,2018 2024
020744;COXIM CAIXA SUPERIOR
020745;BUCHA FEIXE MOLA TS SUSP TS;ranger;0;0;2012 2022
020746;BUCHA FEIXE MOLA DT SUSP TS;ranger;0;0;2012 2022
020747;BUCHA FEIXE MOLA DT SUSP TS;ranger;0;0;2012 2022
020748;HOMOCINETICA RODA
020749;COXIM CAIXA SUPERIOR
020750;COXIM CAIXA
020751;COXIM CAIXA
020752;COXIM CAIXA SUPERIOR
020753;COXIM MOTOR
020754;COXIM MOTOR
020755;COXIM CAIXA INFERIOR
020756;COXIM MOTOR FRONTAL
020757;BARRA ESTABILIZADORA
020758;BIELETA DT
020759;AMORT DT
020760;AMORT TS;ix35,sportage;0,1;0,1;2010 2019,2010 2019
020761;AMORT DT LADO DIREITO
020762;FILTRO AR
020763;HOMOCINETICA RODA
020764;SENSOR NIVEL COMBUSTIVEL
020765;FILTRO AR
020766;FILTRO OLEO
020767;CUBO RODA DT
020768;LEQUE LE SUSP DT
020769;LEQUE LD SUSP DT
020771;LEQUE LD SUSP DT
020772;LEQUE LE SUSP DT
020773;HOMOCINETICA RODA
020774;TENSOR CVA (( KIT ))
020775;COXIM CAIXA INFERIOR
020776;LEQUE LD SUSP DT;city,fit,new;0,1,1;0,1 2;2010 2013,2009 2013
020777;LEQUE LD SUSP DT
020778;LEQUE LE SUSP DT
020779;CALHA
020780;LEQUE LE SUSP DT
020781;LEQUE LD SUSP DT
020782;INTERRUPTOR RE
020783;KIT EMBREAGEM
020784;FILTRO ACD
020785;KIT EMBREAGEM
020786;FILTRO ACD
020787;FILTRO ACD
020788;BOMBA DAGUA
020789;FILTRO ACD
020790;AXIAL DIRECAO
020791;BOBINA IGNICAO
020792;JUNTA MOTOR
020793;JUNTA CARTER
020794;DISCO FREIO DT VENTILADO
020795;AMORT DT LADO DIREITO
020796;AMORT DT LADO ESQUERDO
020797;AMORT DT LADO DIREITO
020798;AMORT DT LADO ESQUERDO
020799;AMORT DT LADO DIREITO
020800;AMORT DT LADO ESQUERDO
020801;AMORT TS
020802;AMORT DT LADO DIREITO;captiva;0;0;2008 2017
020803;AMORT DT LADO ESQUERDO;captiva;0;0;2008 2017
020804;AMORTECEDOR TRASEIRO
020805;AMORTECEDOR DIANTEIRO LD
020806;AMORTECEDOR DIANTEIRO LE
020807;AMORTECEDOR TRASEIRO
020808;AMORT DT
020809;AMORT DT LADO DIREITO
020810;AMORT DT LADO ESQUERDO
020811;COXIM CAIXA INFERIOR
020812;PISTAO C/ANEL MOTOR
020813;AXIAL DIRECAO
020814;AXIAL DIRECAO
020815;AXIAL DIRECAO
020816;VELA IGNICAO
020817;TRIZETA
020818;TRIZETA
020819;RADIADOR AGUA
020820;JUNTA RETIFICACAO MOTOR
020821;CAPA PROTECAO CORREIA
020822;CAPA PROTECAO CORREIA
020823;CAPA PROTECAO CORREIA
020824;CAPA PROTECAO CORREIA
020825;CAPA PROTECAO CORREIA
020826;CAPA PROTECAO CORREIA
020827;CAPA PROTECAO CORREIA
020828;LONA C/ PATIM
020829;AMORTECEDOR DIANTEIRO;kwid;0;0;2017 2023
020830;AMORT TS;kwid;0;0;2017 2023
020831;PASTILHA DT
020832;PASTILHA DT
020833;CUBO RODA TS COM ROLAMENTO
020834;RETENTOR VOLANTE
020835;COXIM CAIXA SUPERIOR
020836;AMORT TS
020837;COXIM MOTOR
020838;JUNTA MOTOR
020839;AMORT DT
020840;KIT EMBREAGEM
020841;PASTILHA TS
020842;SONDA LAMBDA
020843;SONDA LAMBDA
020844;AMORT TAMPA TS
020845;AMORT TAMPA TS
020846;BOBINA IGNICAO
020847;PALHETA DT SLIM BLADE (SILICONE)
020848;ADITIVO MOTOR (APRIMORADOR DE OLEOS LUBRIFICANTES)
020849;ANEL MOTOR
020850;PISTAO MOTOR
020851;BRONZINA MOVEL (BIELA)
020852;BRONZINA MOVEL (BIELA)
020853;BRONZINA MOVEL (BIELA)
020854;BRONZINA MOVEL (BIELA)
020855;BRONZINA MOVEL (BIELA)
020856;FILTRO OLEO
020857;JUNTA CABECOTE METALICA (MLS)
020858;FILTRO OLEO
020859;BRONZINA FIXA (MANCAL)
020860;BRONZINA FIXA (MANCAL)
020861;BRONZINA FIXA (MANCAL)
020862;BRONZINA FIXA (MANCAL)
020863;BRONZINA FIXA (MANCAL)
020864;BRONZINA FIXA (MANCAL)
020865;BRONZINA FIXA (MANCAL)
020866;BRONZINA FIXA (MANCAL)
020867;BRONZINA FIXA (MANCAL)
020868;BRONZINA FIXA (MANCAL)
020869;BRONZINA FIXA (MANCAL)
020870;BRONZINA FIXA (MANCAL)
020871;KIT BARRA ESTABILIZADORA TS
020872;LEQUE LD SUSP DT
020873;LEQUE LD SUSP DT
020874;LEQUE LD SUSP DT
020875;LEQUE LE SUSP DT
020876;LEQUE LE SUSP DT;306,berlingo,partner,xsara,zx;0,1,2,3,4;0,1,2,3,4;1991 2007,1991 2007,1991 2007,1991 2007,1991 2007
020877;LEQUE LE SUSP DT
020878;BUCHA COXIM INFERIOR CAMBIO
020879;BOMBA DAGUA
020880;COXIM MOTOR
020881;TENSOR AUXILIAR ALTERNADOR (POLIA)
020882;SENSOR POSICAO BORBOLETA
020883;CORREIA ALT
020884;TRIZETA
020885;CALCO MOLA INFERIOR TRASEIRA
020886;AXIAL DIRECAO
020887;VALVULA AR QUENTE (TROCADOR CALOR)
020888;PIVO INFERIOR DT LE
020889;PIVO INFERIOR DT LD
020890;AMORT DT LADO ESQUERDO
020891;PASTILHA TS
020892;COXIM CAIXA SUPERIOR
020893;AXIAL DIRECAO
020894;AMORT DT LADO ESQUERDO
020895;AMORT DT LADO DIREITO
020896;RADIADOR AGUA
020897;COXIM MOTOR
020898;BUCHA LEQUE DT SUSP DIANT
020899;BUCHA LEQUE DT SUSP DT
020900;HOMOCINETICA RODA
020901;HOMOCINETICA RODA
020902;BOIA COMBUSTIVEL
020903;COXIM AMORT TS
020904;BUCHA CAIXA DIRECAO
020905;BUCHA CAIXA DIRECAO
020906;MANGUEIRA RESERVATORIO AO MOTOR
020907;SENSOR ROTACAO
020908;KIT EMBREAGEM
020909;KIT EMBREAGEM
020910;COXIM AMORT TS
020911;VALVULA TERMOSTATICA
020912;CARCACA FLANGE FLUXO AGUA
020913;ROLAMENTO RODA DT
020914;ROLAMENTO ACD ( AR CONDICIONADO )
020915;BRONZINA MOVEL (BIELA)
020916;COIFA CAIXA;1.0,1.2,logan,renault,sandero,symbol,twingo;3,4,0,0 1 2 3 4,1,2,3 4;3 2,4 3,5 3,6 3 0,6 3 1;2008 2023,2008 2023,2009 2013,1994 2002,1994 2002
020917;FLAUTA BICO INJETOR
020918;FLAUTA BICO INJETOR
020919;CUBO RODA DT COM ROLAMENTO
020920;FLAUTA BICO INJETOR
020921;MANGUEIRA BOCAL TANQUE
020922;VALVULA TERMOSTATICA
020923;FILTRO AR
020924;PASTILHA TS
020925;AMORT DT;corsa;0;0;1994 2004
020926;AMORT DT LADO DIREITO
020927;AMORT DT LADO ESQUERDO;novo,uno;0,0;1 0;2010 2016
020928;AMORT DT LADO ESQUERDO
020929;AMORT DT LADO DIREITO
020930;BICO INJECAO
020931;VALVULA TERMOSTATICA
020932;TENSOR ALTERNADOR
020933;BICO INJECAO
020934;BUCHA CAIXA DIRECAO
020935;KIT EMBREAGEM
020936;LAMPADA FAROL HB3
020937;VELA IGNICAO
020938;RADIADOR AGUA
020939;SENSOR FASE
020940;CORPO BORBOLETA
020941;CABO FREIO MAO
020942;KIT EMBREAGEM
020943;BIELETA TS
020944;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
020945;TENSOR ALTERNADOR
020946;AMORT TAMPA TS
020947;COIFA CAIXA
020948;BUCHA LEQUE TS SUSP DIANT;cruze;0;0;2012 2016
020949;BATENTE/COIFA AMORT TS
020950;BATENTE/COIFA AMORT TS
020951;CALHA
020952;CALHA
020953;MANGUEIRA INFERIOR RADIADOR
020954;ATUADOR EMBREAGEM
020955;LEQUE LE SUSP DT;city,fit,new;0,1,1;0,1 2;2010 2013,2009 2013
020956;CABO FREIO MAO
020957;BUCHA LEQUE TS SUSP DIANT
020958;PASTILHA DT
020959;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
020960;OLEO HIDRAULICO (AUTOMATICO)
020961;OLEO HIDRAULICO (AUTOMATICO)
020962;MOLA SUSP TS
020963;AMORT TS
020964;EIXO COMANDO
020965;BATENTE/COIFA AMORT TS
020966;MOTOR ATUADOR VENTILACAO (ACD)
020967;AXIAL DIRECAO;hb20x,hyundai;0,0;0 1;2012 2022
020968;BUCHA COXIM CAMBIO REFIL
020969;FILTRO COMBUSTIVEL
020970;TENSOR ALTERNADOR
020971;BUCHA CAIXA DIRECAO
020972;HOMOCINETICA RODA
020973;CORREIA ALT
020974;CORREIA CVA
020975;AMORT DT
020976;JUNTA CARTER
020977;AMORTECEDOR TRASEIRO
020978;BATERIA
020979;SONDA LAMBDA (PRE)
020980;COXIM AMORT DT LD
020981;LEQUE LE SUSP DT SUPERIOR
020982;LEQUE LD SUSP DT SUPERIOR
020983;CUBO RODA TS
020984;VELA IGNICAO
020985;CUBO RODA DT COM ROLAMENTO
020986;KIT BARRA ESTAB DT LD/LE
020987;FILTRO ACD
020988;COXIM AMORT DT LE
020989;KIT BARRA ESTAB DT DIREITO
020990;KIT BARRA ESTAB DT ESQUERDO
020991;KIT BARRA ESTABILIZADORA
020992;ROLAMENTO RODA DT
020993;ANEL MOTOR
020994;AXIAL DIRECAO
020995;BOMBA DAGUA
020996;INTERRUPTOR FREIO
020997;ANTI CHAMA
020998;CORREIA ALT
020999;FILTRO INJECAO
021000;BUCHA LEQUE DT SUSP DIANT
021001;CALCO DE MOLA INFERIOR DIANTEIRA PALIO 9
021002;BUCHA LEQUE DT SUSP DIANT
021003;TULIPA CAIXA LADO ESQUERDO
021004;LONA C/ PATIM
021005;CILINDRO RODA
021006;AMORT DT LADO ESQUERDO
021007;AMORT DT LADO DIREITO
021008;SUPORTE COXIM CAIXA
021009;FILTRO COMBUSTIVEL INTERNO
021010;AMORT TS
021011;ROLAMENTO RODA DT
021012;TRIZETA
021013;JUNTA TV
021014;EIXO COMANDO
021015;FEIXE MOLA TS
021016;CRUZETA DIRECAO
021017;ATUADOR EMBREAGEM
021018;CRUZETA CARDAN
021019;CRUZETA KOMBI PICK-UP GM FORD
021020;CRUZETA TS CARDAN
021021;CRUZETA TS CARDAN
021022;CRUZETA TS CARDAN
021023;CRUZETA DT CARDAN
021024;CRUZETA DT CARDAN
021025;CRUZETA TS CARDAN
021026;CRUZETA DT CARDAN
021027;JUNTA RETIFICACAO MOTOR
021028;JUNTA TV
021029;TRIZETA
021030;LONA C/ PATIM
021031;LEQUE LD SUSP DT
021032;LEQUE LE SUSP DT
021033;BOMBA DAGUA
021034;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
021035;BOMBA DAGUA
021036;FILTRO AR
021037;BOMBA DAGUA
021038;COXIM CAIXA INFERIOR;1.0,1.6,12v,16v,cerato,creta,hb20,i30,kia,picanto,soul,veloster;5,1 6,5,1 6,0,1,2,3,4,5,4,6;4,5 1 3,6,7,8 10,9 0 2,11 1 3;2013 2018,2017 2023,2012 2022,2012 2016,2010 2019,2012 2017,2012 2014
021039;BUCHA LEQUE TS SUSP DIANT;picanto;0;0;2006 2010
021040;COXIM AMORT DT;2.7,3.6,dodge,fiat,freemont,journey;0,1,0 1,2,2,0 1;2 5 0,2 5 1,4 3;2009 2015,2009 2015,2012 2016
021041;COXIM CAIXA INFERIOR;audi,q3,tiguan;0,0,1;1 0,2;2016 2022,2009 2017
021042;CABO FREIO MAO
021043;COXIM AMORT DT LD
021044;COXIM AMORT DT LE
021045;AXIAL DIRECAO;civic,honda;0,0;0 1;2016 2021
021046;ROLAMENTO RODA DT
021047;RETENTOR CAIXA
021048;PALHETA DT SLIM BLADE + (SILICONE)
021049;PALHETA DT SLIM BLADE (SILICONE)
021050;FILTRO ACD
021051;COIFA RODA/CAIXA
021052;INTERRUPTOR TEMPERATURA AGUA
021053;HOMOCINETICA RODA
021054;JUNTA RETIFICACAO MOTOR
021055;TAMBOR FREIO TS
021056;SENSOR NIVEL COMBUSTIVEL
021057;JUNTA RETIFICACAO MOTOR
021058;FILTRO AR
021059;COXIM MOTOR
021060;JUNTA RETIFICACAO MOTOR
021061;COIFA RODA
021062;LEQUE LE SUSP DT SUPERIOR
021063;LEQUE LD SUSP DT SUPERIOR (COMPLETO)
021064;ANEL MOTOR
021065;PISTAO MOTOR
021066;COXIM CAIXA INFERIOR
021067;BUCHA LEQUE TS SUSP DIANT
021068;BATENTE/COIFA AMORT TS
021069;CORPO BORBOLETA
