codigo_interno;descricao_do_produto
021070;FILTRO COMBUSTIVEL
021071;FILTRO AR
021072;JUNTA CABECOTE
021073;COXIM AMORT TS
021074;COIFA SETOR DIRECAO
021075;FILTRO ACD
021076;PRATO AMORT DT (SUPERIOR)
021077;LONA C/ PATIM
021078;LONA C/ PATIM
021079;COXIM MOTOR
021080;COXIM MOTOR
021081;LEQUE LE SUSP DT INFERIOR
021082;LEQUE LD SUSP DT INFERIOR
021083;LEQUE LE SUSP DT INFERIOR
021084;LEQUE LD SUSP DT INFERIOR
021085;LEQUE LE SUSP DT INFERIOR;compass,renegade,toro;0,1,2;0,1,2;2015 2023,2015 2023,2015 2023
021086;LEQUE LD SUSP DT INFERIOR;compass,renegade,toro;0,1,2;0,1,2;2015 2023,2015 2023,2015 2023
021087;LEQUE LE SUSP DT
021088;LEQUE LD SUSP DT
021089;MANGUEIRA FILTRO AR
021090;LEQUE LE SUSP DT SUPERIOR
021091;LEQUE LD SUSP DT SUPERIOR
021092;CABO FREIO MAO
021093;CABO FREIO MAO
021094;PIVO INFERIOR DT LD LE
021095;SENSOR FASE
021096;LEQUE LE SUSP DT
021097;LEQUE LD SUSP DT
021098;LEQUE LD/LE SUSP DT
021099;LEQUE LD SUSP DT
021100;LEQUE LD SUSP DT
021101;LEQUE LE SUSP DT
021102;LEQUE LE SUSP DT
021103;FILTRO COMBUSTIVEL
021104;CAIXA DIRECAO (( DM ))
021105;JUNTA MOTOR
021106;TENSOR CVA
021107;TENSOR CVA
021108;FILTRO AR
021109;LONA C/ PATIM
021110;AMORTECEDOR DIANTEIRO;fox,hatch,polo,sedan,spacefox;0 3,1,1 2,2,3;0,1 2,3 2,4 0;2002 2022,2002 2022,2002 2022,2002 2022
021111;MOLA SUSP DT
021112;AMORTECEDOR DIANTEIRO;palio,siena,strada;0,1,2;0,1,2;1996 2001,1996 2001,1996 2001
021113;RADIADOR AGUA
021114;AMORTECEDOR TRASEIRO
021115;AXIAL DIRECAO
021116;COXIM CAIXA FRONTAL
021117;ELETROVENTILADOR
021118;PISTAO MOTOR
021119;VALVULA TERMOSTATICA
021120;JUNTA CABECOTE
021121;COXIM CAIXA INFERIOR
021122;COXIM CAIXA INFERIOR
021123;LEQUE LE SUSP DT
021124;LEQUE LD SUSP DT
021125;LEQUE LD SUSP DT
021126;LEQUE LE SUSP DT
021127;RADIADOR AGUA
021128;RADIADOR AGUA
021129;BUCHA LEQUE INF SUSP DIANT
021130;BIELETA DT
021131;BIELETA DT
021132;ANEL MOTOR
021133;PASTILHA TS
021134;KIT BARRA ESTAB DT LD/LE
021135;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
021136;LEQUE LE SUSP DT
021137;LEQUE LD SUSP DT
021138;BICO INJECAO
021139;MOLA SUSP DT
021140;FILTRO ACD
021141;AXIAL DIRECAO;1.8,2.0,civic;0,1,0 1;2 0,2 1;2012 2016,2012 2016
021142;CORREIA CVA
021143;BUCHA HIDRAULICA SUSP TRASEIRA
021144;BATERIA
021145;BATENTE/COIFA AMORT TS
021146;VOLANTE MOTOR BI-MASSA
021147;ANTI CHAMA
021148;PRATO AMORT DT (SUPERIOR)
021149;INTERRUPTOR FREIO
021150;INTERRUPTOR PEDAL EMBREAGEM
021151;INTERRUPTOR RE
021152;INTERRUPTOR OLEO
021153;TAMBOR FREIO TS
021154;BUCHA/BATENTE AMORT TS ( INFERIOR )
021155;OLEO MOTOR SEMISSINTETICO
021156;RESERVATORIO AGUA
021157;BUCHA LEQUE DT SUSP DIANT
021158;PINHAO
021159;EIXO EMBREAGEM
021160;BRACO TENSOR DT
021161;BRACO TENSOR DT
021162;BRACO TENSOR DT
021163;BRACO TENSOR DT
021164;JUNTA MOTOR
021165;ANTI CHAMA
021166;ANTI CHAMA
021167;COXIM MOTOR
021168;KIT EMBREAGEM
021169;CILINDRO RODA
021170;TAMBOR FREIO TS
021171;AMORT DT
021172;AMORTECEDOR TRASEIRO
021173;LEQUE LD SUSP DT SUPERIOR (COMPLETO);chevrolet,frontier;0,0;1 0;1998 2008
021174;BIELETA DT
021175;BIELETA TS
021176;ROTOR DISTRIBUICAO
021177;PISTAO MOTOR
021178;BATENTE AMORT TS
021179;COXIM CAIXA SUPERIOR
021180;COXIM MOTOR HIDRAULICO
021181;COXIM MOTOR HIDRAULICO
021182;CABO FREIO MAO
021183;LEQUE LE SUSP DT
021184;LEQUE LD SUSP DT
021185;COXIM CAIXA
021186;COXIM CAIXA
021187;RESERVATORIO AGUA
021188;VALVULA TERMOSTATICA
021189;VALVULA TERMOSTATICA
021190;FLANGE VALVULA TERMOSTATICA
021191;PISTAO MOTOR
021192;PALHETA DT SILICONE SLIM
021193;TAMPA RESERVATORIO AGUA
021194;MANGUEIRA RETORNO RESERVATORIO RADIADOR
021195;ELETROVENTILADOR
021196;LEQUE LE SUSP DT SUPERIOR
021197;CUBO RODA TS COM ROLAMENTO
021198;LONA C/ PATIM
021199;CANO DAGUA
021200;CANO DAGUA
021201;PASTILHA TS
021202;BUCHA BRACO TS INF SUSP TS
021203;FILTRO ACD
021204;BUCHA BRACO TS INF SUSP TS
021205;RADIADOR AGUA
021206;FILTRO COMBUSTIVEL
021207;DISCO FREIO TS SOLIDO
021208;SONDA LAMBDA
021209;TAMPA RESERVATORIO AGUA
021210;MANGUEIRA INFERIOR RADIADOR
021211;DISCO FREIO TS SOLIDO
021212;CUBO RODA DT COM ROLAMENTO
021213;PASTILHA DT
021214;REPARO BICO INJECAO
021215;PEITO ACO (PROTETOR CARTER)
021216;BOMBA DAGUA
021217;AXIAL DIRECAO
021218;COIFA RODA
021219;LEQUE LD SUSP DT
021220;BOMBA DAGUA
021221;LEQUE LE SUSP DT INFERIOR
021222;LEQUE LE SUSP DT SUPERIOR
021223;LEQUE LD SUSP DT SUPERIOR
021224;SERVO FREIO
021225;SENSOR FASE
021226;RADIADOR AGUA
021227;COIFA SETOR DIRECAO
021228;COIFA SETOR DIRECAO
021229;COXIM MOTOR FRONTAL
021230;COXIM MOTOR
021231;CABO ACELERADOR
021232;COXIM AMORT TS
021233;LEQUE LD SUSP DT
021234;LEQUE LE SUSP DT
021235;COIFA CAIXA
021236;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021237;PALHETA DT CONVENCIONAL
021238;BUCHA LEQUE DT SUSP DIANT
021239;BUCHA LEQUE DT SUSP DIANT
021240;SONDA LAMBDA
021241;PASTILHA DT
021242;ANEL MOTOR
021243;PASTILHA DT
021244;AMORT TS
021245;ANEL MOTOR
021246;ANEL MOTOR
021247;SENSOR ROTACAO
021248;PALHETA DT CONVENCIONAL
021249;PALHETA DIANTEIRA DX
021250;PALHETA DT SLIM SD (SILICONE)
021251;COXIM MOTOR
021252;COXIM MOTOR
021253;BATENTE/COIFA AMORT TS
021254;BUCHA AGREGADO SUSP DT
021255;AMORT DT LADO DIREITO
021256;AMORT DT LADO ESQUERDO
021257;PALHETA TRASEIRA
021258;PALHETA TS
021259;COXIM AMORT DT
021260;COXIM AMORT DT
021261;PALHETA DT CONVENCIONAL
021262;PALHETA DT CONVENCIONAL
021263;COXIM CAIXA SUPERIOR
021264;AMORT DT LADO ESQUERDO
021265;CABO FREIO MAO
021266;BICO INJECAO
021267;BUCHA BRACO SUP TS
021268;PALHETA DT SLIM BLADE (SILICONE)
021269;LEQUE LE SUSP DT
021270;LAMPADA H11
021271;LEQUE LD SUSP DT
021272;CUBO RODA TS COM ROLAMENTO
021273;PESCADOR BOMBA OLEO
021274;LEQUE LE SUSP DT
021275;LEQUE LD SUSP DT
021276;ENGRENAGEM VIRABREQUIM
021277;ENGRENAGEM COMANDO
021278;COIFA RODA
021279;ADITIVO RADIADOR ROSA (PRONTO PARA USO)
021280;ADITIVO RADIADOR ROSA (CONCENTRADO ORGANICO)
021281;TENSOR CVA
021282;ADITIVO RADIADOR ROSA (CONCENTRADO INORGANICO)
021283;ADITIVO RADIADOR VERDE (CONCENTRADO-INORGANICO)
021284;ADITIVO RADIADOR VERDE (CONCENTRADO - ORGANICO)
021285;PALHETA DT CONVENCIONAL
021286;CABO FREIO MAO
021287;CABO FREIO MAO
021288;CABO FREIO MAO
021289;PORCA RODA ANTI FURTO (UNIVERSAL)
021290;ANEL MOTOR
021291;BRONZINA FIXA (MANCAL)
021292;BRONZINA MOVEL (BIELA)
021293;CABO EMBREAGEM
021294;PALHETA DT SILICONE (ESPECIFICA)
021295;HOMOCINETICA RODA;edge;0;0;2008 2010
021296;PALHETA DT CONVENCIONAL
021297;PALHETA DIANTEIRA DX
021298;BUCHA COXIM CAMBIO REFIL
021299;BIELETA TS
021300;PALHETA DT CONVENCIONAL
021301;CILINDRO MESTRE EMBREAGEM (PEDAL)
021302;CORREIA ALT
021303;TENSOR ALTERNADOR
021304;TENSOR ALTERNADOR
021305;COXIM CAIXA SUPERIOR
021306;MANGUEIRA ENVIO/RETORNO FLAUTA
021307;BICO INJECAO
021308;KIT EMBREAGEM
021309;KIT EMBREAGEM
021310;HOMOCINETICA RODA
021311;HOMOCINETICA RODA
021312;COXIM AMORT DT
021313;RESERVATORIO GASOLINA (PARTIDA FRIO)
021314;AMORT DT LADO DIREITO
021315;AMORT DT LADO ESQUERDO
021316;FILTRO OLEO
021317;PASTILHA DT
021318;COXIM AMORT DT
021319;CABO FREIO MAO
021320;INTERRUPTOR TEMPERATURA AGUA
021321;KIT EMBREAGEM
021322;SILICONE CINZA ALTA TEMPERATURA
021323;FLANGE TAMPA COMBUSTIVEL
021324;REGULADOR PRESSAO
021325;CUBO RODA DT
021326;ENGRENAGEM VIRABREQUIM
021327;INTERRUPTOR TEMPERATURA AGUA
021328;COXIM CAIXA SUPERIOR
021330;CUBO RODA TS COM ROLAMENTO
021331;BIELETA BARRA TENSORA
021332;PIVO INFERIOR LD/LE
021333;PARAFUSO RODA
021334;PARAFUSO RODA
021335;PORCA RODA CROMADA
021336;PORCA RODA CROMADA
021337;AMORT DT LADO ESQUERDO;versa;0;0;2011 2021
021338;AMORT DT LADO DIREITO;versa;0;0;2011 2021
021339;PASTILHA DT
021340;ATUADOR EMBREAGEM
021341;COXIM AMORT DT
021342;BATERIA MOTO
021343;BATENTE/COIFA AMORT DT
021344;BATENTE AMORT TS
021345;SENSOR FASE
021346;SENSOR FASE
021347;COXIM MOTOR HIDRAULICO
021348;KIT EMBREAGEM
021349;BOBINA IGNICAO
021350;TAMPA DISTRIBUIDOR
021351;CARCACA VALVULA TERMOSTATICA
021352;TRAVESSA INFERIOR DO MOTOR
021353;PALHETA DT SILICONE
021354;PALHETA DT SILICONE
021355;PALHETA DT CONVENCIONAL
021356;PALHETA DT CONVENCIONAL
021357;PALHETA DT SILICONE
021358;PALHETA DT CONVENCIONAL
021359;PALHETA DT CONVENCIONAL
021360;CARRINHO GUIA CENTRAL
021361;CILINDRO RODA
021362;CABO ACELERADOR
021363;TRIZETA
021364;TIRANTE ALAVANCA
021365;TIRANTE ALAVANCA
021366;TIRANTE ALAVANCA
021367;ROLAMENTO COXIM AMORT DT
021368;AMORT DT LADO ESQUERDO;208,peugeot;0,0;1 0;2013 2023
021369;AMORT DT LADO DIREITO
021370;AMORT DT LADO DIREITO
021371;AMORT DT LADO ESQUERDO
021372;AMORT DT LADO ESQUERDO
021373;AMORT DT LADO DIREITO
021374;AMORT DT LADO ESQUERDO;corolla,toyota;0,0;0 1;2014 2019
021375;AMORT DT LADO DIREITO;corolla,toyota;0,0;0 1;2014 2019
021376;AMORT DT LADO DIREITO
021377;AMORT DT LADO ESQUERDO
021378;AMORT TS
021379;AMORT TS
021380;BUCHA EIXO SUSP TS
021381;PALHETA DT SILICONE
021382;PALHETA DT SILICONE SLIM
021383;PALHETA DT SILICONE
021384;PALHETA DT SILICONE
021385;PALHETA DT SILICONE
021386;PALHETA DT CONVENCIONAL
021387;PALHETA DT CONVENCIONAL
021388;PALHETA DT CONVENCIONAL
021389;PALHETA DT CONVENCIONAL
021390;PALHETA DT CONVENCIONAL
021391;PALHETA DT CONVENCIONAL
021392;SENSOR ROTACAO
021393;BICO INJECAO
021394;JUNTA CABECOTE METALICA (MLS)
021395;PASTILHA DT
021396;SENSOR VELOCIDADE
021397;SENSOR VELOCIDADE
021398;SENSOR VELOCIDADE
021399;BUCHA CAIXA DIRECAO
021400;CABO ACELERADOR
021401;CABO ACELERADOR
021402;PALHETA DT SILICONE (ESPECIFICA)
021403;AMORT CAPO
021404;AMORT TAMPA TS
021405;HOMOCINETICA RODA
021406;COXIM CAIXA SUPERIOR
021407;ANEL MOTOR
021408;COXIM CAIXA INFERIOR
021409;BOMBA DIRECAO HIDRAULICA
021410;HOMOCINETICA RODA
021411;COXIM CAIXA SUPERIOR
021412;COXIM CAIXA INFERIOR
021413;AXIAL DIRECAO;fiorino,nova,novo,uno;0,0,1,1;1 0,2 3;2010 2017,2010 2017
021414;CEBOLAO RADIADOR
021415;COLA PARA-BRISAS
021416;KIT EMBREAGEM
021417;TENSOR CVA
021418;CORREIA CVA
021419;CORREIA CVA
021420;JUNTA TV
021421;CORREIA CVA
021422;JUNTA TV
021423;COIFA SETOR DIRECAO
021424;BICO INJECAO
021425;COXIM AMORT TS;cerato,elantra,hyundai,i30,kia;2,0,0 1,1,2;2 1,3 2,4 0;2012 2024,2010 2024,2008 2024
021426;BUCHA LEQUE INT SUSP TS;bucha,focus,int,leque,susp,ts;0,0,0,0,0,0;4 5 1 0 3 2;2014 2023
021427;BUCHA LEQUE EXT SUSP TS;bucha,ext,focus,leque,susp,ts;0,0,0,0,0,0;4 5 2 0 3 1;2014 2024
021428;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
021429;CANO DAGUA
021430;BUCHA LEQUE DT SUSP DIANT;hilux;0;0;2016 2023
021431;BUCHA LEQUE DT SUSP DIANT
021432;BUCHA LEQUE DT SUSP DIANT
021433;BUCHA LEQUE DT SUSP DIANT
021434;COXIM CAIXA SUPERIOR;ecosport;0;0;2012 2017
021435;AMORT TAMPA TS
021436;BUCHA EIXO SUSP TS
021437;JUNTA TV
021438;CARCACA VALVULA TERMO.  (KIT COMPLETO)
021439;CARCACA VALVULA TERMOSTATICA
021440;ROLAMENTO RODA TS
021441;BOMBA DAGUA
021442;INTERRUPTOR RE
021443;TAMPA DISTRIBUIDOR
021444;BOBINA IGNICAO
021445;COIFA CAIXA
021446;ROLAMENTO CAIXA
021447;ROLAMENTO RODA DT
021448;ROTOR DISTRIBUICAO
021449;TAMPA DISTRIBUIDOR
021450;ESPACADOR RODA ALUMINIO
021451;PARAFUSO RODA
021452;PARAFUSO RODA
021453;INTERRUPTOR RE
021454;OLEO MOTOR SEMISSINTETICO
021455;JUNTA TV
021456;SENSOR VELOCIDADE
021457;SENSOR VELOCIDADE
021458;SENSOR VELOCIDADE
021459;SENSOR VELOCIDADE
021460;SENSOR VELOCIDADE
021461;SENSOR VELOCIDADE
021462;SENSOR VELOCIDADE
021463;SENSOR VELOCIDADE
021464;SENSOR VELOCIDADE
021465;SENSOR VELOCIDADE
021466;SENSOR VELOCIDADE
021467;SENSOR DETONACAO
021468;SENSOR DETONACAO
021469;BATERIA
021470;SENSOR DETONACAO
021471;SENSOR DETONACAO
021472;SENSOR DETONACAO
021473;SENSOR DETONACAO
021474;SENSOR DETONACAO
021475;SENSOR DETONACAO
021476;SENSOR DETONACAO
021477;SENSOR DETONACAO
021478;SENSOR DETONACAO
021479;SENSOR DETONACAO
021480;VALVULA PARTIDA FRIO (SOLENOIDE/ELETRO VALVULA)
021481;CORREIA DH
021482;CABO FREIO MAO TS LD
021483;VALVULA PARTIDA FRIO (SOLENOIDE/ELETRO VALVULA)
021484;VALVULA PARTIDA FRIO (SOLENOIDE/ELETRO VALVULA)
021485;VALVULA SOLENOIDE (PARTIDA FRIO)
021486;VALVULA PARTIDA FRIO (SOLENOIDE/ELETRO VALVULA)
021487;VALVULA PARTIDA FRIO (SOLENOIDE/ELETRO VALVULA)
021488;PRATO AMORT DT
021489;SENSOR ROTACAO
021490;SENSOR ROTACAO
021491;TENSOR ALTERNADOR
021492;BATENTE/COIFA AMORT DT
021493;SENSOR ROTACAO
021494;HOMOCINETICA RODA
021495;LEQUE LD SUSP DT
021496;LEQUE LE SUSP DT INFERIOR
021497;REGULADOR PRESSAO
021498;SENSOR ROTACAO
021499;REGULADOR PRESSAO
021500;SENSOR ROTACAO
021501;COXIM MOTOR
021502;SENSOR ROTACAO
021503;SENSOR ROTACAO
021504;TAMBOR FREIO TS
021505;TAMBOR FREIO TS
021506;SENSOR ROTACAO
021507;SENSOR ROTACAO
021508;SENSOR ROTACAO
021509;SENSOR ROTACAO
021510;SENSOR ROTACAO
021511;AMORT DT LADO DIREITO
021512;SENSOR ROTACAO
021513;SENSOR ROTACAO
021514;SENSOR ROTACAO
021515;AMORT DT LADO ESQUERDO
021516;AMORT DT LADO ESQUERDO
021517;AMORT DT LADO DIREITO
021518;SENSOR ROTACAO
021519;SENSOR MAP (PRESSAO ABSOLUTA)
021520;MOTOR PASSO (ATUADOR MARCHA LENTA)
021521;ATUADOR EMBREAGEM
021522;MOTOR PASSO (ATUADOR MARCHA LENTA)
021523;MOTOR PASSO (ATUADOR MARCHA LENTA)
021524;MOTOR PASSO (ATUADOR MARCHA LENTA)
021525;MOTOR PASSO (ATUADOR MARCHA LENTA)
021526;MOTOR PASSO (ATUADOR MARCHA LENTA)
021527;MOTOR PASSO (ATUADOR MARCHA LENTA)
021528;CILINDRO MESTRE
021529;CILINDRO MESTRE
021530;RESERVATORIO AGUA
021531;MOTOR PASSO (ATUADOR MARCHA LENTA)
021532;PONTEIRA DIRECAO LD
021533;PONTEIRA DIRECAO LE
021534;CUBO RODA DT
021535;MOTOR PASSO (ATUADOR MARCHA LENTA)
021536;FLEXIVEL DT LADO ESQUERDO
021537;VALVULA TERMOSTATICA
021538;FLEXIVEL DT LADO DIREITO
021539;MOTOR PASSO (ATUADOR MARCHA LENTA)
021540;MOTOR PASSO (ATUADOR MARCHA LENTA)
021541;MOTOR PASSO (ATUADOR MARCHA LENTA)
021542;MOTOR PASSO (ATUADOR MARCHA LENTA)
021543;MOTOR PASSO (ATUADOR MARCHA LENTA)
021544;MOTOR PASSO (ATUADOR MARCHA LENTA)
021545;MOTOR PASSO (ATUADOR MARCHA LENTA)
021546;MOTOR PASSO (ATUADOR MARCHA LENTA)
021547;MOTOR PASSO (ATUADOR MARCHA LENTA)
021548;MOTOR PASSO (ATUADOR MARCHA LENTA)
021549;MOTOR PASSO (ATUADOR MARCHA LENTA)
021550;MOTOR PASSO (ATUADOR MARCHA LENTA)
021551;MOTOR PASSO (ATUADOR MARCHA LENTA)
021552;MOTOR PASSO (ATUADOR MARCHA LENTA)
021553;MOTOR PASSO (ATUADOR MARCHA LENTA)
021554;MOTOR PASSO (ATUADOR MARCHA LENTA)
021555;MOTOR PASSO (ATUADOR MARCHA LENTA)
021556;MOTOR PASSO (ATUADOR MARCHA LENTA)
021557;MOTOR PASSO (ATUADOR MARCHA LENTA)
021558;MOTOR PASSO (ATUADOR MARCHA LENTA)
021559;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021560;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021561;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021562;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021563;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021564;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021565;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021566;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021567;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021568;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021569;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021570;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021571;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021572;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021573;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021574;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021575;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021576;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021577;LAMPADA FAROL HB3
021578;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021579;LAMPADA FAROL H4 60/55W
021580;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021581;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021582;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021583;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021584;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021585;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021586;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021587;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021588;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021589;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021590;GUARNICAO FLANGE COMBUSTIVEL ( VEDACAO )
021591;CORREIA ALT
021592;REPARO BICO INJECAO
021593;REPARO BICO INJECAO
021594;REPARO BICO INJECAO
021595;REPARO BICO INJECAO
021596;REPARO BICO INJECAO
021597;AMORT TS;civic,honda;0,0;0 1;2016 2019
021598;BIELETA TS
021599;REPARO BICO INJECAO
021600;REPARO BICO INJECAO
021601;BICO INJECAO
021602;REPARO BICO INJECAO
021603;REPARO BICO INJECAO
021604;REPARO BICO INJECAO
021605;REPARO BICO INJECAO
021606;REPARO BICO INJECAO
021607;REPARO BICO INJECAO
021608;EIXO COMANDO
021609;REGULADOR PRESSAO
021610;REGULADOR PRESSAO
021611;SENSOR DETONACAO
021612;REPARO BICO INJECAO
021613;OLEO CAIXA
021614;OLEO MOTOR MINERAL
021615;OLEO MOTOR MINERAL
021616;PONTEIRA DIRECAO LD
021617;PONTEIRA DIRECAO LE;1.6,16v,2.0,3008,308,408,c4,citroën,ds4,lounge,peugeot;0 2 3 5 7,0 1 2 3 4 5 6 7 8,1 4 6 8,3 4,5 6,7 8,0 1,0 1 2,2,0 1,3 4 5 6 7 8;9 7 6 0 1,9 7 6 2 1,8 7 0 1,10 0 1 3,10 2 1 3,10 0 1 4,10 2 1 4,10 0 1 5,10 2 1 5;2013 2018,2013 2018,2013 2018,2010 2018,2010 2018,2010 2018,2010 2018,2010 2018,2010 2018
021618;CARCACA VALVULA TERMOSTATICA
021619;BOMBA DAGUA
021620;BOMBA DAGUA
021621;BOMBA DAGUA
021622;BOMBA DAGUA
021623;BOMBA DAGUA
021624;BOMBA DAGUA
021625;BOMBA DAGUA
021626;CARCACA VALVULA TERMOSTATICA
021627;DIAFRAGMA MONOPONTO (REGULADOR PRESSAO)
021628;TULIPA CAIXA LADO ESQUERDO
021629;KIT BARRA ESTAB DT LD/LE
021630;COIFA SETOR DIRECAO
021631;COIFA RODA
021632;COIFA CAIXA
021633;TULIPA CAIXA LADO DIREITO
021634;COXIM CAIXA INFERIOR
021635;FILTRO CAMBIO AUTOMATICO
021636;FILTRO CAMBIO AUTOMATICO
021637;FILTRO CAMBIO AUTOMATICO
021638;FILTRO CAMBIO AUTOMATICO
021639;FILTRO CAMBIO AUTOMATICO
021640;FILTRO CAMBIO AUTOMATICO
021641;FILTRO CAMBIO AUTOMATICO
021642;FILTRO CAMBIO AUTOMATICO
021643;FILTRO CAMBIO AUTOMATICO
021644;FILTRO CAMBIO AUTOMATICO
021645;FILTRO CAMBIO AUTOMATICO
021646;FILTRO CAMBIO AUTOMATICO
021647;FILTRO CAMBIO AUTOMATICO
021648;FILTRO CAMBIO AUTOMATICO
021649;FILTRO CAMBIO AUTOMATICO
021650;FILTRO CAMBIO AUTOMATICO
021651;FILTRO CAMBIO AUTOMATICO
021652;FILTRO CAMBIO AUTOMATICO
021653;FILTRO CAMBIO AUTOMATICO
021654;CUBO RODA TS COM ROLAMENTO
021655;FILTRO CAMBIO AUTOMATICO
021656;FILTRO CAMBIO AUTOMATICO
021657;FILTRO CAMBIO AUTOMATICO
021658;FILTRO CAMBIO AUTOMATICO
021659;FILTRO CAMBIO AUTOMATICO
021660;FILTRO CAMBIO AUTOMATICO
021661;FILTRO CAMBIO AUTOMATICO
021662;CUBO RODA TS COM ROLAMENTO
021663;COXIM ESCAPAMENTO (CAVEIRAO)
021664;CUBO RODA TS COM ROLAMENTO
021665;COXIM ESCAPAMENTO
021666;COXIM ESCAPAMENTO
021667;COXIM ESCAPAMENTO
021668;COXIM ESCAPAMENTO
021669;COXIM ESCAPAMENTO
021670;AMORT TS
021671;FILTRO OLEO
021672;TENSOR CVA
021673;PARAFUSO CABECOTE
021674;PARAFUSO CABECOTE
021675;CUBO RODA TS COM ROLAMENTO
021676;CUBO RODA TS COM ROLAMENTO
021677;LONA C/ PATIM
021678;BUCHA COXIM CAMBIO REFIL
021679;HOMOCINETICA RODA
021680;BIELETA DT
021681;COXIM AMORT DT
021682;CUBO RODA DT COM ROLAMENTO
021683;DISCO FREIO DT VENTILADO
021684;CUBO RODA TS COM ROLAMENTO
021685;CUBO RODA TS COM ROLAMENTO
021686;CUBO RODA TS COM ROLAMENTO
021687;CUBO RODA TS COM ROLAMENTO
021688;CUBO RODA TS COM ROLAMENTO
021689;CUBO RODA DT COM ROLAMENTO
021690;CUBO RODA TS COM ROLAMENTO
021691;CUBO RODA TS COM ROLAMENTO
021692;CUBO RODA TS COM ROLAMENTO
021693;CUBO RODA TS COM ROLAMENTO
021694;CUBO RODA DT COM ROLAMENTO
021695;CUBO RODA TS COM ROLAMENTO
021696;CUBO RODA TS COM ROLAMENTO
021697;LONA C/ PATIM
021698;CUBO RODA TS COM ROLAMENTO
021699;CUBO RODA DT COM ROLAMENTO
021700;CUBO RODA DT COM ROLAMENTO
021701;CUBO RODA TS COM ROLAMENTO
021702;CUBO RODA DT COM ROLAMENTO
021703;CUBO RODA TS COM ROLAMENTO
021704;CARCACA VALVULA TERMOSTATICA
021705;CARCACA VALVULA TERMOSTATICA
021706;INTERRUPTOR TEMPERATURA AGUA
021707;CUBO RODA DT COM ROLAMENTO
021708;SENSOR NIVEL COMBUSTIVEL
021709;SENSOR NIVEL
021710;CILINDRO RODA
021711;PALHETA DT CONVENCIONAL
021712;TERMINAL BATERIA
021713;TERMINAL BATERIA
021714;TERMINAL BATERIA
021715;TERMINAL BATERIA
021716;TERMINAL BATERIA
021717;TERMINAL BATERIA
021718;TERMINAL BATERIA
021719;TERMINAL BATERIA
021720;TERMINAL BATERIA
021721;TERMINAL BATERIA
021722;TERMINAL BATERIA
021723;TERMINAL BATERIA
021724;TAMPA OLEO
021725;TAMPA RESERVATORIO PARTIDA FRIO GASOLINA
021726;TAMPA RESERVATORIO PARTIDA FRIO GASOLINA
021727;TAMPA RESERVATORIO PARTIDA FRIO GASOLINA
021728;TAMPA OLEO
021729;TAMPA RESERVATORIO AGUA
021730;TAMPA RESERVATORIO AGUA
021731;TAMPA RESERVATORIO AGUA
021732;TAMPA OLEO
021733;TAMPA RESERVATORIO AGUA
021734;TAMPA RESERVATORIO AGUA
021735;FLANGE VALVULA TERMOSTATICA
021736;TAMPA RESERVATORIO PARTIDA FRIO GASOLINA
021737;TAMPA RESERVATORIO AGUA
021738;TAMPA RESERVATORIO AGUA
021739;TAMPA RESERVATORIO AGUA
021740;TAMPA RESERVATORIO AGUA
021741;VALVULA AQUECEDORA (AR QUENTE)
021742;RESPIRO OLEO (BOCAL ENCHIMENTO OLEO)
021743;ANTI CHAMA
021744;VALVULA AR QUENTE (TROCADOR CALOR)
